condition	symptom_id	onset	duration	duration_text	severity	progression	polarity
pudendal-neuralgia	370	unspecified	unspecified		unspecified	unspecified	present
pudendal-neuralgia	431	unspecified	unspecified		unspecified	unspecified	present
pudendal-neuralgia	432	unspecified	unspecified		unspecified	unspecified	present
pudendal-neuralgia	613	unspecified	unspecified		unspecified	unspecified	present
pudendal-neuralgia	665	unspecified	unspecified		unspecified	unspecified	present
pulmonary-embolism	134	unspecified	unspecified		unspecified	unspecified	present
pulmonary-embolism	173	unspecified	unspecified		unspecified	unspecified	present
pulmonary-embolism	638	unspecified	unspecified		unspecified	unspecified	present
pulmonary-embolism	939	unspecified	unspecified		unspecified	unspecified	present
pulmonary-hypertension	71	unspecified	unspecified		unspecified	unspecified	present
pulmonary-hypertension	260	unspecified	unspecified		unspecified	unspecified	present
pulmonary-hypertension	608	unspecified	unspecified		unspecified	unspecified	present
pulmonary-hypertension	621	unspecified	unspecified		unspecified	unspecified	present
pulmonary-hypertension	676	unspecified	unspecified		unspecified	unspecified	present
pyoderma-gangrenosum	352	unspecified	unspecified		unspecified	unspecified	present
pyoderma-gangrenosum	417	unspecified	unspecified		unspecified	unspecified	present
pyoderma-gangrenosum	466	unspecified	unspecified		unspecified	unspecified	present
pyoderma-gangrenosum	559	unspecified	unspecified		unspecified	unspecified	present
pyoderma-gangrenosum	901	unspecified	unspecified		unspecified	unspecified	present
pyoderma-gangrenosum	1009	unspecified	unspecified		unspecified	unspecified	present
pyoderma-gangrenosum	1012	unspecified	unspecified		unspecified	unspecified	present
q-fever	323	unspecified	unspecified		unspecified	unspecified	present
q-fever	350	unspecified	unspecified		unspecified	unspecified	present
q-fever	417	unspecified	unspecified		unspecified	unspecified	present
q-fever	466	unspecified	unspecified		unspecified	unspecified	present
q-fever	559	unspecified	unspecified		unspecified	unspecified	present
q-fever	585	unspecified	unspecified		unspecified	unspecified	present
q-fever	868	unspecified	unspecified		unspecified	unspecified	present
q-fever	956	unspecified	unspecified		unspecified	unspecified	present
rabies	21	unspecified	unspecified		unspecified	unspecified	present
rabies	215	unspecified	unspecified		unspecified	unspecified	present
rabies	241	unspecified	unspecified		unspecified	unspecified	present
rabies	393	unspecified	unspecified		unspecified	unspecified	present
rabies	600	unspecified	unspecified		unspecified	unspecified	present
rabies	677	unspecified	unspecified		unspecified	unspecified	present
rabies	994	unspecified	unspecified		unspecified	unspecified	present
reactive-arthritis	323	unspecified	unspecified		unspecified	unspecified	present
reactive-arthritis	341	unspecified	unspecified		unspecified	unspecified	present
reactive-arthritis	473	unspecified	unspecified		unspecified	unspecified	present
reactive-arthritis	477	unspecified	unspecified		unspecified	unspecified	present
reactive-arthritis	636	unspecified	unspecified		unspecified	unspecified	present
reactive-arthritis	665	unspecified	unspecified		unspecified	unspecified	present
reactive-arthritis	690	unspecified	unspecified		unspecified	unspecified	present
reactive-arthritis	750	unspecified	unspecified		unspecified	unspecified	present
reactive-arthritis	866	unspecified	unspecified		unspecified	unspecified	present
reactive-arthritis	900	unspecified	unspecified		unspecified	unspecified	present
reactive-arthritis	908	unspecified	unspecified		unspecified	unspecified	present
reactive-arthritis	1011	unspecified	unspecified		unspecified	unspecified	present
repetitive-strain-injury-rsi	14	unspecified	unspecified		unspecified	unspecified	present
repetitive-strain-injury-rsi	122	unspecified	unspecified		unspecified	unspecified	present
repetitive-strain-injury-rsi	179	unspecified	unspecified		unspecified	unspecified	present
repetitive-strain-injury-rsi	565	unspecified	unspecified		unspecified	unspecified	present
repetitive-strain-injury-rsi	574	unspecified	unspecified		unspecified	unspecified	present
repetitive-strain-injury-rsi	909	unspecified	unspecified		unspecified	unspecified	present
repetitive-strain-injury-rsi	990	unspecified	unspecified		unspecified	unspecified	present
respiratory-tract-infection	171	unspecified	unspecified		unspecified	unspecified	present
respiratory-tract-infection	371	unspecified	unspecified		unspecified	unspecified	present
respiratory-tract-infection	417	unspecified	unspecified		unspecified	unspecified	present
respiratory-tract-infection	466	unspecified	unspecified		unspecified	unspecified	present
respiratory-tract-infection	559	unspecified	unspecified		unspecified	unspecified	present
respiratory-tract-infection	784	unspecified	unspecified		unspecified	unspecified	present
respiratory-tract-infection	868	unspecified	unspecified		unspecified	unspecified	present
restless-legs-syndrome	486	unspecified	unspecified		unspecified	unspecified	present
restless-legs-syndrome	638	unspecified	unspecified		unspecified	unspecified	present
restless-legs-syndrome	777	unspecified	unspecified		unspecified	unspecified	present
restless-legs-syndrome	939	unspecified	unspecified		unspecified	unspecified	present
retinal-ocular-migraine	61	unspecified	unspecified		unspecified	unspecified	present
retinal-ocular-migraine	399	unspecified	unspecified		unspecified	unspecified	present
retinal-ocular-migraine	585	unspecified	unspecified		unspecified	unspecified	present
retinal-ocular-migraine	1044	unspecified	unspecified		unspecified	unspecified	present
retinal-ocular-migraine	1045	unspecified	unspecified		unspecified	unspecified	present
retinal-ocular-migraine	1053	unspecified	unspecified		unspecified	unspecified	present
retinoblastoma	308	unspecified	unspecified		unspecified	unspecified	present
retinoblastoma	554	unspecified	unspecified		unspecified	unspecified	present
retinoblastoma	624	unspecified	unspecified		unspecified	unspecified	present
retinoblastoma	895	unspecified	unspecified		unspecified	unspecified	present
retinoblastoma	1046	unspecified	unspecified		unspecified	unspecified	present
retinoblastoma	1075	unspecified	unspecified		unspecified	unspecified	present
reyes-syndrome	165	unspecified	unspecified		unspecified	unspecified	present
reyes-syndrome	270	unspecified	unspecified		unspecified	unspecified	present
reyes-syndrome	322	unspecified	unspecified		unspecified	unspecified	present
reyes-syndrome	325	unspecified	unspecified		unspecified	unspecified	present
reyes-syndrome	408	unspecified	unspecified		unspecified	unspecified	present
reyes-syndrome	797	unspecified	unspecified		unspecified	unspecified	present
reyes-syndrome	1053	unspecified	unspecified		unspecified	unspecified	present
rheumatic-fever	100	unspecified	unspecified		unspecified	unspecified	present
rheumatic-fever	134	unspecified	unspecified		unspecified	unspecified	present
rheumatic-fever	417	unspecified	unspecified		unspecified	unspecified	present
rheumatic-fever	470	unspecified	unspecified		unspecified	unspecified	present
rheumatic-fever	475	unspecified	unspecified		unspecified	unspecified	present
rheumatic-fever	764	unspecified	unspecified		unspecified	unspecified	present
rheumatic-fever	998	unspecified	unspecified		unspecified	unspecified	present
rheumatic-fever	1015	unspecified	unspecified		unspecified	unspecified	present
rheumatoid-arthritis	272	unspecified	unspecified		unspecified	unspecified	present
rheumatoid-arthritis	323	unspecified	unspecified		unspecified	unspecified	present
rheumatoid-arthritis	417	unspecified	unspecified		unspecified	unspecified	present
rheumatoid-arthritis	472	unspecified	unspecified		unspecified	unspecified	present
rheumatoid-arthritis	621	unspecified	unspecified		unspecified	unspecified	present
rheumatoid-arthritis	712	unspecified	unspecified		unspecified	unspecified	present
rheumatoid-arthritis	1071	unspecified	unspecified		unspecified	unspecified	present
rickets-and-osteomalacia	90	unspecified	unspecified		unspecified	unspecified	present
rickets-and-osteomalacia	91	unspecified	unspecified		unspecified	unspecified	present
rickets-and-osteomalacia	216	unspecified	unspecified		unspecified	unspecified	present
rickets-and-osteomalacia	243	unspecified	unspecified		unspecified	unspecified	present
rickets-and-osteomalacia	359	unspecified	unspecified		unspecified	unspecified	present
rickets-and-osteomalacia	561	unspecified	unspecified		unspecified	unspecified	present
rickets-and-osteomalacia	567	unspecified	unspecified		unspecified	unspecified	present
rickets-and-osteomalacia	666	unspecified	unspecified		unspecified	unspecified	present
rickets-and-osteomalacia	962	unspecified	unspecified		unspecified	unspecified	present
rickets-and-osteomalacia	1056	unspecified	unspecified		unspecified	unspecified	present
ringworm	738	unspecified	unspecified		unspecified	unspecified	present
ringworm	762	unspecified	unspecified		unspecified	unspecified	present
ringworm	838	unspecified	unspecified		unspecified	unspecified	present
rosacea	123	unspecified	unspecified		unspecified	unspecified	present
rosacea	271	unspecified	unspecified		unspecified	unspecified	present
rosacea	315	unspecified	unspecified		unspecified	unspecified	present
rosacea	457	unspecified	unspecified		unspecified	unspecified	present
rosacea	762	unspecified	unspecified		unspecified	unspecified	present
rosacea	769	unspecified	unspecified		unspecified	unspecified	present
rosacea	865	unspecified	unspecified		unspecified	unspecified	present
rosacea	985	unspecified	unspecified		unspecified	unspecified	present
rosacea	1085	unspecified	unspecified		unspecified	unspecified	present
rubella	11	unspecified	unspecified		unspecified	unspecified	present
rubella	12	unspecified	unspecified		unspecified	unspecified	present
rubella	13	unspecified	unspecified		unspecified	unspecified	present
rubella	417	unspecified	unspecified		unspecified	unspecified	present
rubella	738	unspecified	unspecified		unspecified	unspecified	present
rubella	750	unspecified	unspecified		unspecified	unspecified	present
rubella	784	unspecified	unspecified		unspecified	unspecified	present
rubella	866	unspecified	unspecified		unspecified	unspecified	present
rubella	868	unspecified	unspecified		unspecified	unspecified	present
rubella	894	unspecified	unspecified		unspecified	unspecified	present
salivary-gland-stones	613	unspecified	unspecified		severe	unspecified	present
salivary-gland-stones	941	unspecified	unspecified		unspecified	unspecified	present
salivary-gland-stones	1003	unspecified	unspecified		unspecified	unspecified	present
sarcoidosis	74	unspecified	unspecified		unspecified	unspecified	present
sarcoidosis	90	unspecified	unspecified		unspecified	unspecified	present
sarcoidosis	323	unspecified	unspecified		unspecified	unspecified	present
sarcoidosis	408	unspecified	unspecified		unspecified	unspecified	present
sarcoidosis	470	unspecified	unspecified		unspecified	unspecified	present
sarcoidosis	475	unspecified	unspecified		unspecified	unspecified	present
sarcoidosis	621	unspecified	unspecified		unspecified	unspecified	present
sarcoidosis	761	unspecified	unspecified		unspecified	unspecified	present
sarcoidosis	956	unspecified	unspecified		unspecified	unspecified	present
sarcoidosis	967	unspecified	unspecified		unspecified	unspecified	present
sarcoidosis	1064	unspecified	unspecified		unspecified	unspecified	present
scarlet-fever	736	unspecified	unspecified		unspecified	unspecified	present
scarlet-fever	745	unspecified	unspecified		unspecified	unspecified	present
scarlet-fever	762	unspecified	unspecified		unspecified	unspecified	present
scarlet-fever	787	unspecified	unspecified		unspecified	unspecified	present
scarlet-fever	837	unspecified	unspecified		unspecified	unspecified	present
scarlet-fever	838	unspecified	unspecified		unspecified	unspecified	present
scarlet-fever	917	unspecified	unspecified		unspecified	unspecified	present
scarlet-fever	1074	unspecified	unspecified		unspecified	unspecified	present
schistosomiasis	79	unspecified	unspecified		unspecified	unspecified	present
schistosomiasis	82	unspecified	unspecified		unspecified	unspecified	present
schistosomiasis	171	unspecified	unspecified		unspecified	unspecified	present
schistosomiasis	323	unspecified	unspecified		unspecified	unspecified	present
schistosomiasis	334	unspecified	unspecified		unspecified	unspecified	present
schistosomiasis	399	unspecified	unspecified		unspecified	unspecified	present
schistosomiasis	460	unspecified	unspecified		unspecified	unspecified	present
schistosomiasis	471	unspecified	unspecified		unspecified	unspecified	present
schistosomiasis	562	unspecified	unspecified		unspecified	unspecified	present
schistosomiasis	585	unspecified	unspecified		unspecified	unspecified	present
schistosomiasis	738	unspecified	unspecified		unspecified	unspecified	present
schistosomiasis	1007	unspecified	unspecified		unspecified	unspecified	present
schistosomiasis	1040	unspecified	unspecified		unspecified	unspecified	present
schistosomiasis	1080	unspecified	unspecified		unspecified	unspecified	present
sciatica	613	unspecified	unspecified		unspecified	worsening	present
sciatica	617	unspecified	unspecified		unspecified	unspecified	present
sciatica	638	unspecified	unspecified		unspecified	unspecified	present
scoliosis	191	unspecified	unspecified		unspecified	unspecified	present
scoliosis	485	unspecified	unspecified		unspecified	unspecified	present
scoliosis	617	unspecified	unspecified		unspecified	unspecified	present
scoliosis	781	unspecified	unspecified		unspecified	unspecified	present
scoliosis	1019	unspecified	unspecified		unspecified	unspecified	present
scurvy	53	unspecified	unspecified		unspecified	unspecified	present
scurvy	108	unspecified	unspecified		unspecified	unspecified	present
scurvy	323	unspecified	unspecified		unspecified	unspecified	present
scurvy	333	unspecified	unspecified		unspecified	unspecified	present
scurvy	636	unspecified	unspecified		unspecified	unspecified	present
scurvy	643	unspecified	unspecified		unspecified	unspecified	present
scurvy	785	unspecified	unspecified		unspecified	unspecified	present
scurvy	840	unspecified	unspecified		unspecified	unspecified	present
scurvy	957	unspecified	unspecified		unspecified	unspecified	present
sepsis	5	unspecified	unspecified		unspecified	unspecified	present
sepsis	93	unspecified	unspecified		unspecified	unspecified	present
sepsis	165	unspecified	unspecified		unspecified	unspecified	present
sepsis	192	unspecified	unspecified		unspecified	unspecified	present
sepsis	214	unspecified	unspecified		unspecified	unspecified	present
sepsis	215	unspecified	unspecified		unspecified	unspecified	present
sepsis	242	unspecified	unspecified		unspecified	unspecified	present
sepsis	269	unspecified	unspecified		unspecified	unspecified	present
sepsis	300	unspecified	unspecified		severe	unspecified	present
sepsis	322	unspecified	unspecified		unspecified	unspecified	present
sepsis	323	unspecified	unspecified		unspecified	unspecified	present
sepsis	404	unspecified	unspecified		unspecified	unspecified	present
sepsis	417	unspecified	unspecified		unspecified	unspecified	present
sepsis	466	unspecified	unspecified		unspecified	unspecified	present
sepsis	559	unspecified	unspecified		unspecified	unspecified	present
sepsis	588	unspecified	unspecified		unspecified	unspecified	present
sepsis	597	unspecified	unspecified		unspecified	unspecified	present
sepsis	599	unspecified	unspecified		unspecified	unspecified	present
sepsis	738	unspecified	unspecified		unspecified	unspecified	present
sepsis	797	unspecified	unspecified		unspecified	unspecified	present
sepsis	816	unspecified	unspecified		unspecified	unspecified	present
sepsis	855	unspecified	unspecified		unspecified	unspecified	present
sepsis	856	unspecified	unspecified		unspecified	unspecified	present
sepsis	1027	unspecified	unspecified		unspecified	unspecified	present
sepsis	1053	unspecified	unspecified		unspecified	unspecified	present
shin-splints	814	unspecified	unspecified		unspecified	unspecified	present
shin-splints	976	unspecified	unspecified		unspecified	unspecified	present
shingles	613	unspecified	unspecified		unspecified	unspecified	present
shingles	647	unspecified	unspecified		unspecified	unspecified	present
shingles	738	unspecified	unspecified		unspecified	unspecified	present
shingles	838	unspecified	unspecified		unspecified	unspecified	present
shingles	842	unspecified	unspecified		unspecified	unspecified	present
shingles	1029	unspecified	unspecified		unspecified	unspecified	present
short-sightedness	307	unspecified	unspecified		unspecified	unspecified	present
short-sightedness	399	unspecified	unspecified		unspecified	unspecified	present
short-sightedness	1045	unspecified	unspecified		unspecified	unspecified	present
sick-building-syndrome	271	unspecified	unspecified		unspecified	unspecified	present
sick-building-syndrome	273	unspecified	unspecified		unspecified	unspecified	present
sick-building-syndrome	282	unspecified	unspecified		unspecified	unspecified	present
sick-building-syndrome	323	unspecified	unspecified		unspecified	unspecified	present
sick-building-syndrome	457	unspecified	unspecified		unspecified	unspecified	present
sick-building-syndrome	584	unspecified	unspecified		unspecified	unspecified	present
sick-building-syndrome	838	unspecified	unspecified		unspecified	unspecified	present
sick-building-syndrome	862	unspecified	unspecified		unspecified	unspecified	present
sick-building-syndrome	867	unspecified	unspecified		unspecified	unspecified	present
sick-building-syndrome	868	unspecified	unspecified		unspecified	unspecified	present
sickle-cell-disease	613	unspecified	unspecified		unspecified	unspecified	present
silicosis	171	unspecified	unspecified		unspecified	unspecified	present
silicosis	323	unspecified	unspecified		unspecified	unspecified	present
silicosis	533	unspecified	unspecified		unspecified	unspecified	present
sinusitis-sinus-infection	37	unspecified	unspecified		unspecified	unspecified	present
sinusitis-sinus-infection	38	unspecified	unspecified		unspecified	unspecified	present
sinusitis-sinus-infection	160	unspecified	unspecified		unspecified	unspecified	present
sinusitis-sinus-infection	167	unspecified	unspecified		unspecified	unspecified	present
sinusitis-sinus-infection	171	unspecified	unspecified		unspecified	unspecified	present
sinusitis-sinus-infection	286	unspecified	unspecified		unspecified	unspecified	present
sinusitis-sinus-infection	311	unspecified	unspecified		unspecified	unspecified	present
sinusitis-sinus-infection	314	unspecified	unspecified		unspecified	unspecified	present
sinusitis-sinus-infection	399	unspecified	unspecified		unspecified	unspecified	present
sinusitis-sinus-infection	417	unspecified	unspecified		unspecified	unspecified	present
sinusitis-sinus-infection	540	unspecified	unspecified		unspecified	unspecified	present
sinusitis-sinus-infection	784	unspecified	unspecified		unspecified	unspecified	present
sinusitis-sinus-infection	974	unspecified	unspecified		unspecified	unspecified	present
sinusitis-sinus-infection	1052	unspecified	unspecified		unspecified	unspecified	present
sjogrens-syndrome	171	unspecified	unspecified		unspecified	unspecified	present
sjogrens-syndrome	241	unspecified	unspecified		unspecified	unspecified	present
sjogrens-syndrome	271	unspecified	unspecified		unspecified	unspecified	present
sjogrens-syndrome	272	unspecified	unspecified		unspecified	unspecified	present
sjogrens-syndrome	277	unspecified	unspecified		unspecified	unspecified	present
sjogrens-syndrome	284	unspecified	unspecified		unspecified	unspecified	present
sjogrens-syndrome	323	unspecified	unspecified		unspecified	unspecified	present
sjogrens-syndrome	419	unspecified	unspecified		unspecified	unspecified	present
sjogrens-syndrome	457	unspecified	unspecified		unspecified	unspecified	present
sjogrens-syndrome	466	unspecified	unspecified		unspecified	unspecified	present
sjogrens-syndrome	559	unspecified	unspecified		unspecified	unspecified	present
sjogrens-syndrome	883	unspecified	unspecified		unspecified	unspecified	present
skin-abscess	7	unspecified	unspecified		unspecified	unspecified	present
skin-abscess	828	unspecified	unspecified		unspecified	unspecified	present
slapped-cheek-syndrome	399	unspecified	unspecified		unspecified	unspecified	present
slapped-cheek-syndrome	417	unspecified	unspecified		unspecified	unspecified	present
slapped-cheek-syndrome	526	unspecified	unspecified		unspecified	unspecified	present
slapped-cheek-syndrome	784	unspecified	unspecified		unspecified	unspecified	present
slapped-cheek-syndrome	868	unspecified	unspecified		unspecified	unspecified	present
sleep-apnoea	27	unspecified	unspecified		unspecified	unspecified	present
sleep-apnoea	164	unspecified	unspecified		unspecified	unspecified	present
sleep-apnoea	323	unspecified	unspecified		unspecified	unspecified	present
sleep-apnoea	399	unspecified	unspecified		unspecified	unspecified	present
sleep-apnoea	438	unspecified	unspecified		unspecified	unspecified	present
sleep-apnoea	508	unspecified	unspecified		unspecified	unspecified	present
sleep-apnoea	537	unspecified	unspecified		unspecified	unspecified	present
sleep-apnoea	585	unspecified	unspecified		unspecified	unspecified	present
sleep-apnoea	595	unspecified	unspecified		unspecified	unspecified	present
sleep-apnoea	696	unspecified	unspecified		unspecified	unspecified	present
slipped-disc	571	unspecified	unspecified		unspecified	unspecified	present
slipped-disc	600	unspecified	unspecified		unspecified	unspecified	present
slipped-disc	617	unspecified	unspecified		unspecified	unspecified	present
slipped-disc	905	unspecified	unspecified		unspecified	unspecified	present
slipped-disc	994	unspecified	unspecified		unspecified	unspecified	present
spina-bifida	427	unspecified	unspecified		unspecified	unspecified	present
spina-bifida	571	unspecified	unspecified		unspecified	unspecified	present
spina-bifida	600	unspecified	unspecified		unspecified	unspecified	present
spina-bifida	604	unspecified	unspecified		unspecified	unspecified	present
spina-bifida	677	unspecified	unspecified		unspecified	unspecified	present
spinal-muscular-atrophy-sma	215	unspecified	unspecified		unspecified	unspecified	present
spinal-muscular-atrophy-sma	241	unspecified	unspecified		unspecified	unspecified	present
spinal-muscular-atrophy-sma	552	unspecified	unspecified		unspecified	unspecified	present
spinal-muscular-atrophy-sma	568	unspecified	unspecified		unspecified	unspecified	present
spinal-muscular-atrophy-sma	571	unspecified	unspecified		unspecified	unspecified	present
spondylolisthesis	617	unspecified	unspecified		unspecified	unspecified	present
spondylolisthesis	618	unspecified	unspecified		unspecified	unspecified	present
spondylolisthesis	652	unspecified	unspecified		unspecified	unspecified	present
spondylolisthesis	992	unspecified	unspecified		unspecified	unspecified	present
stammering	259	unspecified	unspecified		unspecified	unspecified	present
stammering	336	unspecified	unspecified		unspecified	unspecified	present
stammering	683	unspecified	unspecified		unspecified	unspecified	present
stammering	724	unspecified	unspecified		unspecified	unspecified	present
stammering	898	unspecified	unspecified		unspecified	unspecified	present
stevens-johnson-syndrome	212	unspecified	unspecified		unspecified	unspecified	present
stevens-johnson-syndrome	613	unspecified	unspecified		unspecified	unspecified	present
stevens-johnson-syndrome	624	unspecified	unspecified		unspecified	unspecified	present
stevens-johnson-syndrome	653	unspecified	unspecified		unspecified	unspecified	present
stevens-johnson-syndrome	740	unspecified	unspecified		unspecified	worsening	present
stevens-johnson-syndrome	801	unspecified	unspecified		unspecified	unspecified	present
stevens-johnson-syndrome	838	unspecified	unspecified		unspecified	unspecified	present
stevens-johnson-syndrome	1054	unspecified	unspecified		unspecified	unspecified	present
stomach-cancer	29	unspecified	unspecified		unspecified	unspecified	present
stomach-cancer	126	unspecified	unspecified		unspecified	unspecified	present
stomach-cancer	241	unspecified	unspecified		unspecified	unspecified	present
stomach-cancer	323	unspecified	unspecified		unspecified	unspecified	present
stomach-cancer	409	unspecified	unspecified		unspecified	unspecified	present
stomach-cancer	433	unspecified	unspecified		unspecified	unspecified	present
stomach-cancer	585	unspecified	unspecified		unspecified	unspecified	present
stomach-cancer	614	unspecified	unspecified		unspecified	unspecified	present
stomach-cancer	788	unspecified	unspecified		unspecified	unspecified	present
stomach-cancer	1053	unspecified	unspecified		unspecified	unspecified	present
stomach-ulcer	71	unspecified	unspecified		unspecified	unspecified	present
stomach-ulcer	119	unspecified	unspecified		unspecified	unspecified	present
stomach-ulcer	433	unspecified	unspecified		unspecified	unspecified	present
stomach-ulcer	655	unspecified	unspecified		unspecified	unspecified	present
stomach-ulcer	656	unspecified	unspecified		unspecified	unspecified	present
stroke	85	unspecified	unspecified		unspecified	unspecified	present
stroke	165	unspecified	unspecified		unspecified	unspecified	present
stroke	256	unspecified	unspecified		unspecified	unspecified	present
stroke	260	unspecified	unspecified		unspecified	unspecified	present
stroke	400	unspecified	unspecified		severe	unspecified	present
stroke	585	unspecified	unspecified		unspecified	unspecified	present
stroke	600	unspecified	unspecified		unspecified	unspecified	present
stroke	855	unspecified	unspecified		unspecified	unspecified	present
stroke	1045	unspecified	unspecified		unspecified	unspecified	present
stroke	1053	unspecified	unspecified		unspecified	unspecified	present
stroke	1066	unspecified	unspecified		unspecified	unspecified	present
subarachnoid-haemorrhage	89	unspecified	unspecified		unspecified	unspecified	present
subarachnoid-haemorrhage	165	unspecified	unspecified		unspecified	unspecified	present
subarachnoid-haemorrhage	312	unspecified	unspecified		unspecified	unspecified	present
subarachnoid-haemorrhage	323	unspecified	unspecified		unspecified	unspecified	present
subarachnoid-haemorrhage	399	unspecified	unspecified		unspecified	unspecified	present
subarachnoid-haemorrhage	585	unspecified	unspecified		unspecified	unspecified	present
subarachnoid-haemorrhage	797	unspecified	unspecified		unspecified	unspecified	present
subarachnoid-haemorrhage	802	unspecified	unspecified		unspecified	unspecified	present
subarachnoid-haemorrhage	803	unspecified	unspecified		unspecified	unspecified	present
subarachnoid-haemorrhage	903	unspecified	unspecified		unspecified	unspecified	present
subarachnoid-haemorrhage	1053	unspecified	unspecified		unspecified	unspecified	present
sunburn	70	unspecified	unspecified		unspecified	unspecified	present
sunburn	334	unspecified	unspecified		unspecified	unspecified	present
sunburn	685	unspecified	unspecified		unspecified	unspecified	present
sunburn	757	unspecified	unspecified		unspecified	unspecified	present
sunburn	871	unspecified	unspecified		unspecified	unspecified	present
sunburn	970	unspecified	unspecified		unspecified	unspecified	present
supraventricular-tachycardia-svt	260	unspecified	unspecified		unspecified	unspecified	present
supraventricular-tachycardia-svt	323	unspecified	unspecified		unspecified	unspecified	present
supraventricular-tachycardia-svt	350	unspecified	unspecified		unspecified	unspecified	present
supraventricular-tachycardia-svt	585	unspecified	unspecified		unspecified	unspecified	present
supraventricular-tachycardia-svt	621	unspecified	unspecified		unspecified	unspecified	present
syphilis	350	unspecified	unspecified		unspecified	unspecified	present
syphilis	383	unspecified	unspecified		unspecified	unspecified	present
syphilis	681	unspecified	unspecified		unspecified	unspecified	present
syphilis	682	unspecified	unspecified		unspecified	unspecified	present
syphilis	880	unspecified	unspecified		unspecified	unspecified	present
syphilis	881	unspecified	unspecified		unspecified	unspecified	present
syphilis	956	unspecified	unspecified		unspecified	unspecified	present
temporal-arteritis	400	unspecified	unspecified		severe	unspecified	present
temporal-arteritis	635	unspecified	unspecified		unspecified	unspecified	present
temporal-arteritis	643	unspecified	unspecified		unspecified	unspecified	present
temporal-arteritis	909	unspecified	unspecified		unspecified	unspecified	present
temporal-arteritis	977	unspecified	unspecified		unspecified	unspecified	present
temporal-arteritis	1046	unspecified	unspecified		unspecified	unspecified	present
temporal-arteritis	1071	unspecified	unspecified		unspecified	unspecified	present
temporomandibular-disorder-tmd	143	unspecified	unspecified		unspecified	unspecified	present
temporomandibular-disorder-tmd	379	unspecified	unspecified		unspecified	unspecified	present
temporomandibular-disorder-tmd	402	unspecified	unspecified		unspecified	unspecified	present
temporomandibular-disorder-tmd	622	unspecified	unspecified		unspecified	unspecified	present
temporomandibular-disorder-tmd	635	unspecified	unspecified		unspecified	unspecified	present
temporomandibular-disorder-tmd	649	unspecified	unspecified		unspecified	unspecified	present
temporomandibular-disorder-tmd	716	unspecified	unspecified		unspecified	unspecified	present
tendonitis	236	unspecified	unspecified		unspecified	unspecified	present
tendonitis	467	unspecified	unspecified		unspecified	unspecified	present
tendonitis	468	unspecified	unspecified		unspecified	unspecified	present
tendonitis	650	unspecified	unspecified		unspecified	unspecified	present
tendonitis	717	unspecified	unspecified		unspecified	unspecified	present
tendonitis	771	unspecified	unspecified		unspecified	unspecified	present
tendonitis	950	unspecified	unspecified		unspecified	unspecified	present
tennis-elbow	238	unspecified	unspecified		unspecified	unspecified	present
tennis-elbow	240	unspecified	unspecified		unspecified	unspecified	present
tennis-elbow	613	unspecified	unspecified		unspecified	unspecified	present
tennis-elbow	616	unspecified	unspecified		unspecified	unspecified	present
tennis-elbow	623	unspecified	unspecified		unspecified	unspecified	present
tennis-elbow	627	unspecified	unspecified		unspecified	unspecified	present
tennis-elbow	932	unspecified	unspecified		unspecified	unspecified	present
tennis-elbow	972	unspecified	unspecified		unspecified	unspecified	present
tension-headaches	399	unspecified	unspecified		unspecified	unspecified	present
tension-headaches	632	unspecified	unspecified		unspecified	unspecified	present
tension-headaches	975	unspecified	unspecified		unspecified	unspecified	present
tension-headaches	980	unspecified	unspecified		unspecified	unspecified	present
tetanus	179	unspecified	unspecified		unspecified	unspecified	present
tetanus	241	unspecified	unspecified		unspecified	unspecified	present
tetanus	408	unspecified	unspecified		unspecified	unspecified	present
tetanus	417	unspecified	unspecified		unspecified	unspecified	present
tetanus	797	unspecified	unspecified		unspecified	unspecified	present
tetanus	907	unspecified	unspecified		unspecified	unspecified	present
thoracic-outlet-syndrome	154	unspecified	unspecified		unspecified	unspecified	present
thoracic-outlet-syndrome	156	unspecified	unspecified		unspecified	unspecified	present
thoracic-outlet-syndrome	251	unspecified	unspecified		unspecified	unspecified	present
thoracic-outlet-syndrome	324	unspecified	unspecified		unspecified	unspecified	present
thoracic-outlet-syndrome	616	unspecified	unspecified		unspecified	unspecified	present
thoracic-outlet-syndrome	928	unspecified	unspecified		unspecified	unspecified	present
thrombophilia	173	unspecified	unspecified		unspecified	unspecified	present
thyroid-cancer	171	unspecified	unspecified		unspecified	unspecified	present
thyroid-cancer	211	unspecified	unspecified		unspecified	unspecified	present
thyroid-cancer	215	unspecified	unspecified		unspecified	unspecified	present
thyroid-cancer	241	unspecified	unspecified		unspecified	unspecified	present
thyroid-cancer	354	unspecified	unspecified		unspecified	unspecified	present
thyroid-cancer	419	unspecified	unspecified		unspecified	unspecified	present
thyroid-cancer	518	unspecified	unspecified		unspecified	unspecified	present
thyroid-cancer	644	unspecified	unspecified		unspecified	unspecified	present
thyroid-cancer	868	unspecified	unspecified		unspecified	unspecified	present
thyroid-cancer	1071	unspecified	unspecified		unspecified	unspecified	present
tinnitus	31	unspecified	unspecified		unspecified	unspecified	present
tinnitus	406	unspecified	unspecified		unspecified	unspecified	present
tinnitus	997	unspecified	unspecified		unspecified	unspecified	present
tongue-tie	138	unspecified	unspecified		unspecified	unspecified	present
tongue-tie	175	unspecified	unspecified		unspecified	unspecified	present
